id,date,latitude,longitude,temperature_c,precip_mm,humidity_pct,wind_speed_m_s,fwi_score,drought_code,ndvi,forest_cover_pct,landcover_class,elevation_m,slope_deg,population_density,fire_occurrence
row_287_1599868800000,2020-09-12,49.636,157.8252,41.3,0,51,6.2,7.4,193.8,0.3,3,Grassland,2484,6.2,80,0
row_4617_1599868800000,2020-09-12,-8.7536,-47.4236,30.9,0,44,4.7,5.6,279.7,0.18,32,Savanna,466,27.4,91,0
row_4669_1599868800000,2020-09-12,44.0836,95.8122,35,21.7,77,0.1,0,128.6,0.81,71,Urban,1099,43,19380,0
row_1397_1600041600000,2020-09-14,-34.0931,29.7411,26,0,42,12.4,14.9,231.9,0.01,48,Cropland,891,2.3,39,0
row_2606_1600041600000,2020-09-14,13.2494,176.8681,36.6,10.4,65,14,0,482.1,0.28,97,Barren,586,32.4,17,0
row_15_1600128000000,2020-09-15,32.8649,29.5175,37,0,44,8.5,10.2,322.1,0.35,31,Barren,1857,3.6,99,0
row_1983_1600128000000,2020-09-15,-6.253,40.7763,21.4,0,23,7.3,19.3,388.8,0.11,22,Urban,2770,28.3,9520,0
row_2744_1600128000000,2020-09-15,-40.2307,23.8818,15.3,0,58,13.2,15.8,289,0.75,62,Cropland,837,14.5,14,0
row_3116_1600128000000,2020-09-15,19.6113,138.6934,43.8,0,52,9.2,11,243.3,0.62,98,Evergreen Forest,2958,10.8,79,0
row_2660_1600300800000,2020-09-17,-5.4367,-79.5862,27.9,0,33,1,16.6,330.2,0.76,83,Deciduous Forest,239,34.5,48,0
row_4123_1600300800000,2020-09-17,49.7134,3.96,27.3,3.5,83,1.9,0,113.5,0.82,28,Shrubland,592,4,15,0
row_806_1600387200000,2020-09-18,44.897,-177.6617,39.4,23.3,62,2.8,0,395,0.83,35,Barren,43,42,88,0
row_4713_1600387200000,2020-09-18,-36.8859,-57.9775,27.5,0,57,3.4,4.1,202.6,0.05,56,Urban,2247,21.3,7067,0
row_4824_1600473600000,2020-09-19,34.5642,1.3582,34.8,0,57,7.4,8.9,234.5,0.77,58,Grassland,1419,41.4,71,0
row_2512_1600560000000,2020-09-20,47.7151,-101.8959,31.6,0,58,6.7,8,472.6,0.74,22,Grassland,2606,22.9,83,0
row_3633_1600560000000,2020-09-20,43.2472,84.2423,29,0,17,11.9,39.2,249.3,0.34,75,Savanna,39,44.6,41,1
row_3833_1600560000000,2020-09-20,7.9725,31.2967,39.4,15.6,90,13.6,0,175,0.21,1,Cropland,217,42.5,42,0
row_1396_1600646400000,2020-09-21,-37.7251,119.3615,25.9,0,42,13.6,16.3,262.6,0.33,63,Barren,2161,34.7,57,1
row_533_1600732800000,2020-09-22,9.6665,-179.1326,41.9,18.1,66,8.5,0,480.2,0.87,12,Cropland,2996,24.3,40,0
row_844_1600819200000,2020-09-23,36.8363,114.0981,29.2,0,54,10.3,12.4,183.7,0.55,13,Evergreen Forest,2864,43.7,46,0
row_1136_1600905600000,2020-09-24,-45.9199,-108.7727,16.2,0,19,4.3,5.2,71.9,0.86,81,Cropland,691,16.8,75,0
row_1200_1600905600000,2020-09-24,37.6893,61.3877,30.8,7.7,61,3.4,0,385.9,0.21,10,Savanna,2127,32.1,57,0
row_3969_1600905600000,2020-09-24,-26.6187,-115.1234,21.1,23.1,70,3.8,0,367.5,0.34,44,Shrubland,115,2.4,68,0
row_4740_1600905600000,2020-09-24,23.1383,113.8895,44.3,0,21,0.6,46.9,371.8,0.07,82,Grassland,498,26.3,59,0
row_1357_1600992000000,2020-09-25,53.1853,-40.2665,27,0,29,4.7,21.6,486.7,0.29,13,Barren,809,2.5,47,0
row_1798_1600992000000,2020-09-25,-47.5701,141.9181,19.6,0,24,5.8,7,284.5,0.7,48,Evergreen Forest,1250,17.3,62,0
row_1828_1600992000000,2020-09-25,-28.3361,-51.8702,24.2,0,56,12.3,14.8,212,0.17,17,Grassland,289,16.1,10,0
row_2287_1601078400000,2020-09-26,11.577,-69.8753,46.4,0,43,2.9,3.5,339.4,0.77,24,Shrubland,742,40.7,76,0
row_3237_1601078400000,2020-09-26,47.01,-5.1612,35.4,0,24,0.4,31.5,387.4,0.21,81,Savanna,2053,38.1,21,1
row_3130_1601164800000,2020-09-27,63.2806,111.0641,33.9,0,45,14.8,17.8,299.2,0.11,1,Cropland,170,34.1,19,0
row_1390_1601251200000,2020-09-28,-23.9223,51.3266,17.6,0,33,2,2.4,95.5,0,93,Savanna,1919,16.2,72,0
row_1713_1601251200000,2020-09-28,17.1633,74.9363,46.2,23.6,64,13.6,0,408.8,0.72,57,Urban,1990,8.3,2279,0
row_4351_1601251200000,2020-09-28,67.2876,137.6802,35.2,0,47,13,15.6,240.7,0.17,10,Cropland,1434,6.3,29,1
row_4472_1601251200000,2020-09-28,-27.7526,1.4201,18.7,22.4,91,6.6,0,293.7,0.32,46,Barren,352,1.9,13,0
row_4979_1601251200000,2020-09-28,-34.7811,105.5638,28.5,0,43,9,10.8,221,0.07,69,Urban,1276,39.8,3720,0
row_245_1601337600000,2020-09-29,22.6453,179.6709,41.5,21.1,67,4.7,0,129.1,0.02,18,Barren,1388,12.7,65,0
row_2222_1601337600000,2020-09-29,28.2664,170.8502,45.3,0,58,13.9,16.7,385,0.19,5,Cropland,100,7.1,5,0
row_3076_1601424000000,2020-09-30,52.0609,53.0722,29.9,12,68,5.8,0,220.2,0.05,7,Savanna,533,8.5,64,0
row_3347_1601424000000,2020-09-30,1.3904,72.5254,47,0,47,14.2,17,484,0.37,98,Barren,601,25.1,18,0
row_75_1601596800000,2020-10-02,-12.8926,101.7981,19.8,0,36,1.7,2,80.9,0.01,93,Deciduous Forest,50,7.8,69,0
row_4469_1601596800000,2020-10-02,34.6415,174.8733,23.8,0,37,14,24.2,287.8,0.62,37,Savanna,1013,20.1,34,0
row_4569_1601596800000,2020-10-02,10.2978,-69.996,32,0,19,3.1,32.1,205.1,0.16,75,Shrubland,64,42.6,90,1
row_389_1601683200000,2020-10-03,56.8985,143.9989,18.1,0,51,11,13.2,88.5,0.1,43,Savanna,1525,7.8,34,0
row_1447_1601683200000,2020-10-03,-1.0162,32.4845,21.9,20.9,70,11,0,36.1,0.7,75,Deciduous Forest,1551,38.6,52,0
row_946_1601769600000,2020-10-04,9.5841,-18.5622,21.4,0,19,1.9,15.1,391.3,0.67,31,Grassland,2235,42.3,15,0
row_1364_1601769600000,2020-10-04,-35.7435,-63.3823,23.3,0,45,2,2.4,235.5,0.04,62,Savanna,2440,31.6,33,0
row_1781_1601769600000,2020-10-04,33.9479,-32.9941,15.8,0,30,2.4,2.9,210.7,0.7,39,Savanna,773,0.9,90,0
row_485_1601856000000,2020-10-05,-42.6548,72.8266,19.6,0,35,6.2,7.4,188.7,0.43,8,Grassland,2223,26.9,7,0
row_1341_1601856000000,2020-10-05,39.1074,127.3836,18,0,53,0.3,0.4,254.9,0.18,23,Savanna,1208,42.2,29,0
row_1836_1601856000000,2020-10-05,24.6767,-70.7702,24.5,10.9,83,5.1,0,126.1,0.35,39,Cropland,2059,29.8,20,0
row_4910_1601856000000,2020-10-05,22.6345,126.437,19.6,0,42,7.8,9.4,326.3,0.48,2,Urban,2982,39,14057,0
row_2527_1601942400000,2020-10-06,44.8262,-118.2255,15.6,0,29,3.6,4.3,325.5,0.58,71,Cropland,2754,43.3,37,0
row_3441_1601942400000,2020-10-06,64.2006,69.0708,14,0,34,1.7,2,191.7,0.62,91,Deciduous Forest,15,39.1,31,0
row_4406_1602028800000,2020-10-07,-26.1106,8.8543,27.3,0,33,3.4,18.6,265.7,0.57,55,Evergreen Forest,2969,38.4,48,0
row_80_1602115200000,2020-10-08,17.2406,-125.3445,24,0,26,11.3,26.7,107.7,0.2,46,Savanna,199,35.2,56,0
row_863_1602115200000,2020-10-08,4.5668,130.8668,29.5,0,58,13.7,16.4,388.2,0.25,47,Evergreen Forest,2239,37.5,48,1
row_3745_1602115200000,2020-10-08,-41.0175,130.9861,16.5,0,24,14,16.8,229.5,0.86,27,Evergreen Forest,2798,31.5,87,1
row_4687_1602201600000,2020-10-09,-1.6087,-128.2745,30.1,1.7,71,9.1,10.9,294.9,0.28,54,Deciduous Forest,2699,25,84,0
row_543_1602288000000,2020-10-10,61.9077,-66.678,20,0,25,2.5,3,61.1,0.88,33,Urban,963,24.1,13945,0
row_3671_1602288000000,2020-10-10,40.7472,113.9743,16,0,21,10.7,12.8,235,0.21,54,Grassland,2148,31.3,1,0
row_4576_1602288000000,2020-10-10,65.2078,62.9319,23.3,0,50,5.9,7.1,284.9,0.27,74,Cropland,2137,1.2,97,0
row_2552_1602374400000,2020-10-11,14.541,-38.5365,19.4,6.3,72,8.9,0,60,0.26,93,Savanna,2693,2.4,31,0
row_4301_1602374400000,2020-10-11,25.0864,-105.4083,20.1,0,18,10.4,23.6,38.8,0.37,40,Savanna,880,0.6,64,0
row_4962_1602374400000,2020-10-11,41.3926,-135.2765,22.9,0,17,5.3,22.1,398.5,0.23,7,Barren,2675,42.3,39,0
row_1027_1602547200000,2020-10-13,-17.5831,-157.6025,26.1,0,57,12.8,15.4,297.8,0.5,66,Grassland,2702,8.4,44,1
row_3478_1602633600000,2020-10-14,7.1972,171.497,32.5,0,29,0.3,24.4,30.4,0.59,83,Cropland,527,5.1,96,1
row_4475_1602720000000,2020-10-15,-47.506,174.46,21.3,0,30,5,12.8,282.9,0.64,98,Urban,1761,41,14083,0
row_674_1602892800000,2020-10-17,50.0057,139.5076,15.3,20.6,73,8.5,0,330.7,0.2,1,Cropland,2404,33.9,37,0
row_3038_1602892800000,2020-10-17,56.8042,-57.1736,17.2,0,39,11.1,13.3,77.7,0.56,61,Cropland,510,27.6,70,0
row_3853_1602892800000,2020-10-17,58.4712,-17.0762,13,0,47,4.6,5.5,266.6,0.9,35,Urban,2733,24.3,10408,0
row_4762_1602979200000,2020-10-18,-3.2872,123.8998,34.1,0,29,6.7,34.9,321,0.16,16,Grassland,2759,6.1,93,1
row_1700_1603065600000,2020-10-19,27.8626,155.5892,21.2,5.3,89,1,0,98.9,0.5,6,Grassland,2228,39.1,29,0
row_1935_1603065600000,2020-10-19,-40.57,-172.8485,25.8,0,24,5,22.6,252.9,0.81,57,Urban,713,35.9,8053,0
row_2674_1603152000000,2020-10-20,48.3589,32.2241,16,18.2,81,4.5,0,20.3,0.56,83,Shrubland,907,3,1,0
row_1439_1603324800000,2020-10-22,-34.7225,-172.898,14.7,9.6,70,11.2,0,200.5,0.13,1,Savanna,785,41.1,24,0
row_2391_1603324800000,2020-10-22,-9.0519,75.2617,31.4,0,19,4.6,33,36.1,0.89,69,Deciduous Forest,374,19.9,97,0
row_4125_1603411200000,2020-10-23,26.83,-129.1359,25.2,0,35,6.8,18.5,163.1,0.36,75,Grassland,946,33,87,0
row_4750_1603411200000,2020-10-23,-42.1632,1.0567,26.4,0,17,1.6,22.9,306.3,0.74,78,Barren,2303,9.2,74,0
row_67_1603497600000,2020-10-24,5.4509,74.3322,31.3,0,52,2.8,3.4,375.3,0.34,94,Shrubland,464,34.2,63,0
row_468_1603497600000,2020-10-24,-42.2422,-38.5382,15.5,0,22,9.5,11.4,89.5,0.18,21,Grassland,2643,37.7,99,0
row_943_1603497600000,2020-10-24,26.9528,20.8124,28.5,18.4,69,10.2,0,302.6,0.61,12,Grassland,1513,5.1,97,0
row_4698_1603497600000,2020-10-24,47.0705,152.725,25.9,0,19,14.4,36.8,174.2,0.53,38,Deciduous Forest,2245,37.7,30,1
row_4868_1603497600000,2020-10-24,37.9152,-9.4862,16.6,9.5,88,3.7,0,102.3,0.54,97,Urban,1605,5.7,6848,0
row_3428_1603584000000,2020-10-25,56.8317,84.8104,11.6,0,33,3.1,3.7,140.2,0.21,48,Savanna,2348,38.6,31,0
row_3774_1603584000000,2020-10-25,-16.5661,38.7039,21.6,0,27,5.6,15.4,122.5,0.16,34,Savanna,1254,4.5,42,1
row_3826_1603584000000,2020-10-25,5.5014,54.4805,26.8,4,68,2.1,0,21.3,0.7,93,Evergreen Forest,164,2.5,7,0
row_3861_1603670400000,2020-10-26,-38.1426,-75.6511,23.7,0,33,6.8,17.1,309.4,0.65,67,Urban,581,3.6,9137,1
row_3545_1603756800000,2020-10-27,-0.9506,-71.6934,33.8,0,38,8.7,32,374.9,0.85,98,Shrubland,788,11.6,4,0
row_3013_1603843200000,2020-10-28,19.2974,142.7361,23.6,21.2,66,10.7,0,211.7,0.64,26,Grassland,1741,14.7,99,0
row_4004_1603843200000,2020-10-28,31.1926,149.9128,21.3,0,54,1.5,1.8,134.4,0.31,76,Barren,167,39.4,71,0
row_1568_1603929600000,2020-10-29,-38.9998,-32.369,14.3,0,28,13.8,16.6,389.1,0.26,32,Grassland,495,14.3,5,0
row_883_1604016000000,2020-10-30,-16.1911,-13.2445,26.6,12.3,92,6.5,0,176.5,0.69,54,Savanna,868,24.5,64,0
row_1197_1604016000000,2020-10-30,37.0238,123.0497,24.7,0,35,9.4,20.9,394.6,0.79,86,Urban,835,43.7,7838,1
row_3800_1604016000000,2020-10-30,58.9583,-71.6401,21.5,0,25,6.2,17.4,82.6,0.67,1,Barren,496,34.4,60,1
row_3739_1604102400000,2020-10-31,-3.3675,-120.7153,29.4,0,34,5.8,24.1,239.8,0.26,30,Barren,2305,20.7,13,0
row_4835_1604102400000,2020-10-31,56.1652,-18.0824,14.9,4.4,77,4.3,0,94.3,0.66,61,Evergreen Forest,2749,15.7,39,0
row_957_1604188800000,2020-11-01,68.0027,-171.0065,9.5,7.6,70,2.7,0,307.1,0.64,54,Barren,841,7.2,50,0
row_1759_1604188800000,2020-11-01,59.6936,125.9928,12.4,10,67,8.7,0,338.4,0.81,32,Shrubland,813,28.3,33,0
row_3902_1604188800000,2020-11-01,47.4417,104.8647,22.9,0,35,10.7,19.9,83.5,0.14,55,Grassland,983,10.3,52,0
row_225_1604275200000,2020-11-02,26.0833,163.9219,26.5,0,45,6.1,7.3,31.4,0.73,94,Cropland,2595,5.9,75,0
row_4424_1604361600000,2020-11-03,1.2932,80.0244,30.2,8.9,82,3.3,0,172,0.15,59,Savanna,1808,13.6,42,0
row_4814_1604361600000,2020-11-03,20.5786,7.653,23.6,7.7,61,7.9,0,208.5,0.58,32,Barren,2255,21,84,0
row_1867_1604448000000,2020-11-04,-27.6513,-171.2079,26.6,0,30,5.3,21.3,110.1,0.25,32,Deciduous Forest,993,42.6,6,0
row_1488_1604620800000,2020-11-06,-21.9845,-33.7139,18.1,0,38,11,13.2,105.4,0.22,57,Cropland,2781,20.6,95,0
row_2646_1604620800000,2020-11-06,-48.2691,-112.1873,24.3,0,25,6.4,21.8,15.6,0.75,54,Shrubland,501,8.5,1,1
row_2398_1604707200000,2020-11-07,-5.197,-85.2584,21.8,0,40,0.8,3.8,78.8,0.62,1,Grassland,2852,9.1,1,0
row_3561_1604707200000,2020-11-07,29.8048,103.0092,23.1,0,21,5.8,21.4,80.4,0.49,16,Barren,1524,36,6,0
row_4452_1604707200000,2020-11-07,51.8474,-90.0318,19.7,0,18,0,0,229.6,0.44,98,Urban,1293,27.4,14660,0
row_4152_1604793600000,2020-11-08,2.4406,-75.5284,33.3,5.3,61,1.3,0,197.1,0.1,74,Shrubland,2991,36.8,72,0
row_1565_1604880000000,2020-11-09,-34.6122,8.3598,25.1,0,41,6.3,7.6,115.5,0.21,85,Evergreen Forest,1288,12.3,30,0
row_1951_1604966400000,2020-11-10,15.872,64.4526,31.2,19.9,80,2.1,0,34.1,0.07,46,Shrubland,2198,2.9,93,0
row_508_1605052800000,2020-11-11,65.4936,-71.8861,11.4,20.4,94,3.6,0,315.2,0.56,22,Shrubland,1514,36,98,0
row_629_1605052800000,2020-11-11,-44.9864,-17.73,17,0,21,5.3,6.4,186.5,0.66,57,Cropland,751,10,32,0
row_838_1605052800000,2020-11-11,35.8602,168.0326,16.7,0,19,10.2,12.2,53.5,0.62,24,Shrubland,846,15.7,11,0
row_1519_1605052800000,2020-11-11,-20.0335,75.1471,26.4,0,26,5.5,23.4,313.7,0.11,91,Grassland,1727,19.9,88,0
row_3238_1605052800000,2020-11-11,50.1936,21.8686,22.2,23.7,70,0.3,0,358.8,0.48,63,Barren,944,13.2,92,0
row_851_1605139200000,2020-11-12,47.1779,92.2043,25.7,0,18,3.2,23.3,140.4,0.43,75,Shrubland,2072,31.2,50,1
row_1313_1605139200000,2020-11-12,-21.9042,104.6759,30.7,23.7,64,12.1,0,136.2,0.67,20,Deciduous Forest,1995,2.3,66,0
row_4119_1605139200000,2020-11-12,-34.1057,53.5803,24.9,0,47,3.2,3.8,12,0.62,11,Barren,178,16.2,93,0
row_4549_1605139200000,2020-11-12,20.5266,148.9077,20.2,0,50,14.8,17.8,191.1,0.61,41,Evergreen Forest,2699,1.4,35,1
row_224_1605225600000,2020-11-13,-14.0704,-177.7062,25.5,0,41,6.1,7.3,160.3,0.51,49,Cropland,652,44.7,40,0
row_2997_1605225600000,2020-11-13,53.3458,150.5437,21.1,0,53,7.9,9.5,268.3,0.72,71,Grassland,1926,0.9,23,0
row_3385_1605225600000,2020-11-13,9.1544,70.6454,31.9,0,39,8.9,28.8,13.7,0.06,13,Deciduous Forest,2090,24.6,16,0
row_3941_1605225600000,2020-11-13,47.8021,-64.1315,19.8,0,42,14.8,17.8,241.7,0.14,90,Grassland,1279,28.5,54,0
row_72_1605312000000,2020-11-14,66.644,29.7097,11,0,35,6.1,7.3,71.2,0.66,69,Grassland,1431,10.7,81,0
row_190_1605398400000,2020-11-15,-28.0963,131.7911,18.2,0,28,11.7,14,179.5,0.79,62,Grassland,411,42.4,19,0
row_322_1605398400000,2020-11-15,-28.7264,-44.3732,20.7,0,24,12.3,23.7,291,0.11,86,Grassland,2807,14.7,32,0
row_932_1605398400000,2020-11-15,9.3341,-66.1605,26.3,0,34,13.3,28.3,169,0.39,56,Savanna,2311,41.2,100,1
row_1233_1605398400000,2020-11-15,59.3635,157.2038,13.7,0,32,9.3,11.2,142.2,0.55,44,Grassland,373,12.9,3,0
row_4635_1605398400000,2020-11-15,50.1679,-83.2793,15.9,9.9,95,4.7,0,42.5,0.41,87,Grassland,2181,4.7,73,0
row_246_1605484800000,2020-11-16,36.196,155.7181,20.2,7.4,66,7.2,0,371.3,0.6,41,Grassland,1015,33,60,0
row_2890_1605571200000,2020-11-17,7.2525,-156.0511,28.1,4.6,75,12.8,0,102.8,0.24,51,Barren,2942,18.6,68,0
row_3052_1605571200000,2020-11-17,38.03,-36.8143,14.1,0,20,4.8,5.8,286.3,0.15,59,Grassland,1398,22.5,67,0
row_4700_1605571200000,2020-11-17,-9.4236,109.059,32.2,0,26,8.8,35.8,218.2,0.82,78,Deciduous Forest,2245,42.9,91,0
row_2900_1605657600000,2020-11-18,42.1283,-30.0056,16.1,0,29,1.2,1.4,283.3,0.75,98,Shrubland,1443,33,55,0
row_1356_1605744000000,2020-11-19,69.8552,-42.6806,9.1,0,55,9.9,11.9,194.2,0.64,30,Barren,883,23.7,87,0
row_2185_1605830400000,2020-11-20,-23.7181,17.9896,21.6,0,16,1.6,16.3,46.4,0.75,76,Evergreen Forest,1139,23.4,57,0
row_3486_1605830400000,2020-11-20,53.9868,35.7236,23.1,0,43,13,15.6,252.2,0.06,56,Shrubland,2771,29,36,0
row_4471_1605830400000,2020-11-20,12.6008,60.8014,24.8,0,49,12.4,14.9,76.6,0.79,94,Savanna,2579,39.3,71,0
row_4637_1605830400000,2020-11-20,32.419,48.407,27.8,0,16,3.1,27.4,220.1,0.26,66,Cropland,2163,19.4,91,1
row_2294_1605916800000,2020-11-21,-21.157,-146.5931,26.1,0,36,4.3,16.1,353.6,0.26,41,Grassland,2279,14.1,2,0
row_3261_1605916800000,2020-11-21,34.3033,117.5714,21.6,0,23,1.2,12.1,57,0.2,36,Deciduous Forest,2818,6.5,79,0
row_3429_1605916800000,2020-11-21,62.8384,-121.0734,23.8,0,16,14.3,34.8,290.7,0.3,53,Savanna,1621,18.8,91,1
row_2731_1606089600000,2020-11-23,28.1976,-116.3844,24.1,0,30,8.4,21,200.3,0.3,70,Savanna,164,14.8,38,1
row_4281_1606089600000,2020-11-23,46.1075,-179.189,24.5,2.6,85,8,0,129.7,0.27,54,Deciduous Forest,824,23.8,25,0
row_1246_1606176000000,2020-11-24,-26.3384,58.552,28.3,14.4,93,5.4,0,319.5,0.84,24,Evergreen Forest,2968,42.2,20,0
row_3193_1606176000000,2020-11-24,-38.3659,50.2447,23.5,17,67,12.8,0,319.7,0.67,80,Savanna,1205,5,8,0
row_3796_1606176000000,2020-11-24,45.0402,-128.7723,18.1,0,38,5,6,178.8,0.36,32,Shrubland,2544,22,87,0
row_1804_1606262400000,2020-11-25,-34.0481,-74.2621,21.3,0,55,2.7,3.2,268.4,0.39,9,Savanna,848,2.2,65,0
row_1885_1606262400000,2020-11-25,31.4205,140.6557,28.4,9.5,86,10.9,0,56.2,0.32,6,Deciduous Forest,567,18.6,46,0
row_3674_1606262400000,2020-11-25,17.2653,167.0426,19.4,0,58,10.8,13,79.3,0.59,3,Deciduous Forest,132,19.2,54,0
row_3840_1606262400000,2020-11-25,26.735,55.3027,16.7,24.1,79,3.5,0,262.1,0.53,14,Savanna,323,34.5,89,0
row_696_1606348800000,2020-11-26,-35.6486,-2.2909,15.7,24.6,84,12.4,0,240.9,0.5,9,Barren,1380,2.2,85,0
row_330_1606435200000,2020-11-27,66.6793,18.8906,23.2,12.6,87,5.8,0,172.5,0.04,92,Barren,1580,18.8,86,0
row_2279_1606435200000,2020-11-27,69.0514,-66.0122,13.8,0,39,5,6,28.7,0.45,78,Evergreen Forest,2638,27.7,74,0
row_2283_1606435200000,2020-11-27,33.7522,27.7019,18.6,0,19,2.5,3,312.4,0.11,95,Cropland,1257,4.8,7,0
row_3168_1606435200000,2020-11-27,-17.3187,80.916,25.5,0,29,1.1,15,89.4,0.21,93,Deciduous Forest,1482,9.6,44,0
row_4132_1606435200000,2020-11-27,-19.2962,127.8968,21.1,5.2,87,5.3,0,20.2,0.58,70,Evergreen Forest,1840,29,60,0
row_1067_1606608000000,2020-11-29,-23.0512,-157.0395,25.1,0,44,7.4,8.9,71.2,0.29,70,Savanna,314,10.1,90,0
row_1404_1606694400000,2020-11-30,52.4375,12.1271,20.8,23.3,94,9.9,0,203.8,0.15,54,Barren,686,19.6,28,0
row_4777_1606694400000,2020-11-30,4.5876,-13.4732,26.7,0,37,7.1,20,231.9,0.08,38,Urban,2746,14.6,15395,0
row_3459_1606780800000,2020-12-01,17.72,-90.6597,18,21.9,91,3.8,0,97.2,0.02,2,Urban,1274,44.1,13046,0
row_3576_1606780800000,2020-12-01,-2.9289,-23.6386,37,0,19,11.6,49.7,293.5,0.29,71,Barren,568,1.8,92,1
row_3729_1606780800000,2020-12-01,58.5044,-44.4228,22.3,6,75,13,0,316.4,0.49,74,Grassland,1456,13.8,97,0
row_24_1606867200000,2020-12-02,4.8838,-69.6944,20.5,11.5,62,2.6,0,59.5,0.76,37,Grassland,2035,9.9,30,0
row_3712_1606867200000,2020-12-02,23.3924,30.1012,16.1,0,52,14.1,16.9,367,0.19,22,Barren,2152,35.9,78,0
row_3553_1606953600000,2020-12-03,-27.3728,139.1295,32.6,0,57,6.8,8.2,311.6,0.87,78,Savanna,654,45,61,0
row_4699_1606953600000,2020-12-03,27.6487,-12.0609,21.7,0,40,2.3,2.8,272.1,0.37,32,Urban,1141,0.8,10303,0
row_110_1607040000000,2020-12-04,57.242,-119.5719,17.8,0,50,4.8,5.8,274.6,0.59,31,Grassland,569,30.8,19,0
row_218_1607040000000,2020-12-04,3.8917,55.1891,29.8,0,38,11.3,29,245.1,0.62,53,Barren,49,15.2,65,1
row_435_1607040000000,2020-12-04,53.9177,-118.3296,20,0,28,10.9,13.1,10,0.48,68,Barren,1255,39.9,56,0
row_4055_1607040000000,2020-12-04,-9.1147,105.5195,35.2,0,52,13.3,16,151.9,0.67,36,Deciduous Forest,29,26.2,56,0
row_4749_1607040000000,2020-12-04,47.2222,-92.2178,20,0,52,5,6,249.1,0.61,33,Urban,2468,17.8,8356,0
row_4943_1607040000000,2020-12-04,28.7247,-106.7028,18,12.7,65,7.3,0,367.3,0.66,31,Deciduous Forest,979,22.5,91,0
row_1081_1607126400000,2020-12-05,-36.1244,16.7017,41.3,0,45,13,15.6,411.4,0.58,97,Grassland,300,24.7,67,0
row_1635_1607126400000,2020-12-05,-14.9659,-162.8658,35.1,0,17,4.5,39.5,114,0.01,16,Barren,1812,17.7,92,0
row_3069_1607126400000,2020-12-05,51.2579,47.0653,13.6,0,30,2.5,3,308.1,0.63,27,Grassland,2639,37.7,63,0
row_30_1607212800000,2020-12-06,26.6073,179.1801,23,0,59,7.4,8.9,122.7,0.2,68,Barren,497,1.2,20,0
row_955_1607212800000,2020-12-06,49.1485,38.0799,15.2,0,47,10.7,12.8,368.2,0.71,59,Shrubland,2038,41.8,4,0
row_1601_1607212800000,2020-12-06,-33.1705,-134.1812,33.2,0,29,7.8,34.6,215.6,0.06,28,Urban,323,3.6,13182,0
row_3084_1607212800000,2020-12-06,17.0304,-70.923,22.6,20.3,88,7.2,0,391,0.18,60,Evergreen Forest,1464,4.2,32,0
row_3409_1607212800000,2020-12-06,2.571,-161.0443,30.9,0,48,7.6,9.1,93.1,0.78,54,Deciduous Forest,1832,33.8,45,0
row_2980_1607299200000,2020-12-07,-4.5593,-85.6898,45.8,5.8,78,7.3,0,447.8,0.42,70,Deciduous Forest,2392,0.9,85,0
row_3338_1607299200000,2020-12-07,42.4026,-136.0967,13.4,0,26,5.5,6.6,238.5,0.28,39,Deciduous Forest,2733,22.2,17,0
row_1264_1607385600000,2020-12-08,0.0864,51.6464,20.7,15.1,89,8,0,356.5,0.36,59,Deciduous Forest,2007,3.9,100,0
row_3541_1607472000000,2020-12-09,56.5836,-42.7222,12,0,21,0.9,1.1,285.9,0,1,Cropland,1223,41.7,4,0
row_386_1607558400000,2020-12-10,-38.2459,47.3794,42.3,10.2,76,8,0,292.3,0.02,17,Barren,1361,1.3,48,0
row_1973_1607558400000,2020-12-10,-23.4959,-152.6433,43.5,6.6,84,12.4,0,184.5,0.72,1,Cropland,1453,1.6,55,0
row_2677_1607558400000,2020-12-10,-47.6429,174.461,28.8,0,25,2.2,23.6,236.6,0.15,45,Evergreen Forest,1970,22.6,49,1
row_4478_1607558400000,2020-12-10,-41.3163,117.8289,40.4,9.3,66,2.6,0,352.5,0.58,20,Deciduous Forest,296,14,86,0
row_1363_1607644800000,2020-12-11,52.6005,88.264,17.3,0,32,12.6,15.1,26.5,0.59,6,Barren,913,17.7,58,1
row_3277_1607644800000,2020-12-11,54.3048,120.7229,11.1,22.2,68,3.3,0,16.5,0.71,86,Savanna,2774,7.8,86,0
row_4844_1607644800000,2020-12-11,9.9409,56.2885,29.5,0,32,2.6,21.5,327.6,0.64,76,Savanna,904,33.5,56,0
row_412_1607731200000,2020-12-12,27.9735,-84.9827,19.3,0,24,1.9,2.3,399,0.83,81,Urban,1079,21.4,5251,0
row_1918_1607731200000,2020-12-12,64.202,-108.6409,22.5,13.6,91,9.3,0,376.5,0.53,32,Evergreen Forest,1128,40.3,79,0
row_1947_1607731200000,2020-12-12,41.1154,136.8279,17.6,21.7,87,12.1,0,211.6,0.27,8,Urban,850,30.1,5070,0
row_85_1607817600000,2020-12-13,56.5309,60.6765,25.3,0,30,14.5,30.1,29.3,0.1,68,Shrubland,2114,0.9,70,1
row_221_1607817600000,2020-12-13,32.3276,133.3092,26.3,12.5,72,10.9,0,33.3,0.85,73,Savanna,1918,7.2,99,0
row_444_1607817600000,2020-12-13,-26.8401,-84.3402,32.2,4.5,88,4.3,0,334.5,0.89,45,Shrubland,2317,8,33,0
